sid,sname,avg_score
881300721,fpcuqt,99.0000000000000000
832019575,sarqggky,99.0000000000000000
867113155,dkuuotn,99.0000000000000000
886365914,pclhtcsce,99.0000000000000000
829919935,rqfznicj,99.0000000000000000
859561430,tjarv,99.0000000000000000
805299231,pqkxny,99.0000000000000000
884804558,spiva,99.0000000000000000
831673113,youhip,99.0000000000000000
856486829,raqnfcv,99.0000000000000000
805028428,pdlrsw,99.0000000000000000
821034304,demnvr,99.0000000000000000
889347733,phlxs,99.0000000000000000
870266394,vjaoe,99.0000000000000000
884219617,cjpmprhlk,99.0000000000000000
887544834,rbqcpz,99.0000000000000000
813840168,juegedtr,99.0000000000000000
813382338,vebwomr,99.0000000000000000
808777567,txqhfoj,99.0000000000000000
816666904,fqsxlxhoo,99.0000000000000000
860931349,ywzbvrj,99.0000000000000000
867326490,kmlcemelp,99.0000000000000000
800280380,thqvchfbi,99.0000000000000000
879787944,lgiick,99.0000000000000000
880323147,lcfuzpkvr,99.0000000000000000
834998349,jhodmxyqp,99.0000000000000000
894897261,rbkmyqki,99.0000000000000000
878772839,yngos,99.0000000000000000
884511760,avcycqic,99.0000000000000000
842228474,ecasfi,99.0000000000000000
830389721,ueqimz,99.0000000000000000
876508534,iiwgkxwwo,99.0000000000000000
853855667,tlvtnwsd,99.0000000000000000
825276133,jttua,99.0000000000000000
822577955,fmhtrkua,99.0000000000000000
872416878,plqzjlrho,99.0000000000000000
819790880,avigot,99.0000000000000000
811801084,hvxjgb,99.0000000000000000
893982509,vuyce,99.0000000000000000
819071702,cwdioofvh,99.0000000000000000
858358854,bxxbsdpvl,99.0000000000000000
826820136,yylszshd,99.0000000000000000
844420742,mdreenyok,99.0000000000000000
866579937,pnouoslwn,99.0000000000000000
889516835,wivkv,99.0000000000000000
826198248,vbhjt,99.0000000000000000
844909639,pgiayocx,99.0000000000000000
809161865,pawrh,99.0000000000000000
874389847,ocqnno,99.0000000000000000
839941576,rmjzynihk,99.0000000000000000
878154608,pvayalyw,99.0000000000000000
800313260,mmtgf,99.0000000000000000
853670087,xhhsfzo,99.0000000000000000
833314164,yilrjnup,99.0000000000000000
894902507,ohmltdea,99.0000000000000000
871046651,zspfhmgxv,99.0000000000000000
859397192,kygjssz,99.0000000000000000
839403897,vlqejxr,99.0000000000000000
856237175,akoybmigq,99.0000000000000000
822128765,qctepk,99.0000000000000000
828081566,loxnudam,99.0000000000000000
854357725,qymngllq,99.0000000000000000
841626780,trtoyxxm,99.0000000000000000
820448063,zmuqgik,99.0000000000000000
874028132,bontg,99.0000000000000000
857574771,nodhpowcp,99.0000000000000000
837525159,cwtde,99.0000000000000000
820967831,isxkg,99.0000000000000000
840839470,yaciitar,99.0000000000000000
861422053,rjgnoohge,99.0000000000000000
856973044,fzxbcmdb,99.0000000000000000
838428455,pzwym,99.0000000000000000
867889388,kkjemotkg,99.0000000000000000
860209401,ebwxm,99.0000000000000000
816897712,exetkwnry,99.0000000000000000
837284837,lmvyaumbw,99.0000000000000000
850383681,depkrz,99.0000000000000000
895484726,oewefgn,99.0000000000000000
852916449,bgqsluy,99.0000000000000000
840916280,coaaxxmkv,99.0000000000000000
809850721,powndxrwr,99.0000000000000000
856216014,objejmzdo,99.0000000000000000
818346737,ukccwz,99.0000000000000000
807918950,rznkl,99.0000000000000000
829656513,uufio,99.0000000000000000
860045923,kqrrwez,99.0000000000000000
815927035,spupgq,99.0000000000000000
871076185,kfaciph,99.0000000000000000
806350197,hxhzpt,99.0000000000000000
844108998,togyrxkrm,99.0000000000000000
828670699,gdwhw,99.0000000000000000
822864929,kmvbxu,99.0000000000000000
885940169,xcywt,99.0000000000000000
837934327,eqgpobcug,99.0000000000000000
829953000,iwfiyxd,99.0000000000000000
803619977,gzgtdy,99.0000000000000000
841485763,oekfstmms,99.0000000000000000
895774887,qwbpavhs,99.0000000000000000
884818629,dzeycsskg,99.0000000000000000
865492667,fltzhec,99.0000000000000000
855237954,pnvvslmy,99.0000000000000000
861856662,lnavwqkw,99.0000000000000000
888952694,vuafnxoeh,99.0000000000000000
802601502,ervrplc,99.0000000000000000
864286777,boyfwdl,99.0000000000000000
865036410,yxpmptyaq,99.0000000000000000
843229453,yeodkml,99.0000000000000000
817366152,lzijzkuw,99.0000000000000000
800507539,yxdomjp,99.0000000000000000
848602245,osprlsxiv,99.0000000000000000
814907144,blefvvo,99.0000000000000000
811887984,tkqfx,99.0000000000000000
877877664,acoawjl,99.0000000000000000
865418903,mdxohp,99.0000000000000000
869335772,jpdxc,99.0000000000000000
866842856,sbfqckuok,99.0000000000000000
803330823,tzwnaixz,99.0000000000000000
815193482,ygfhxdt,99.0000000000000000
869973695,vusqcjsfr,99.0000000000000000
830790314,fqaffix,99.0000000000000000
892095227,rimjxx,99.0000000000000000
845655407,tnxlxbzd,99.0000000000000000
825691789,zebcx,99.0000000000000000
839226554,emdxnoo,99.0000000000000000
822728854,mnwyxzdc,99.0000000000000000
870795458,rbavet,99.0000000000000000
832024245,cqoytx,99.0000000000000000
802605838,ctwtyuke,99.0000000000000000
875630750,bgpwpzhv,99.0000000000000000
897332193,jgqak,99.0000000000000000
875120644,vybzlb,99.0000000000000000
849022395,ekcpjxe,99.0000000000000000
849313700,qnkrdu,99.0000000000000000
876943215,zpqlg,99.0000000000000000
823758196,cgvksro,99.0000000000000000
855331898,lybqwnp,99.0000000000000000
840790142,fvdzrlgii,99.0000000000000000
825780133,ungrzb,99.0000000000000000
825674716,dbqjhon,99.0000000000000000
858284274,wtkrh,99.0000000000000000
897803986,pltbydhyx,99.0000000000000000
848225427,ksvdto,99.0000000000000000
821987694,wioogqir,99.0000000000000000
845909922,apgzevgnp,99.0000000000000000
800718275,criumn,99.0000000000000000
869912697,fdovxg,99.0000000000000000
858614052,bykncg,99.0000000000000000
802504916,cmzlad,99.0000000000000000
816453548,vtqrdbbuk,99.0000000000000000
885622566,lhaatu,99.0000000000000000
887401121,dsqcw,99.0000000000000000
876321989,kgxbdvsoc,99.0000000000000000
803886923,qbmzwciyl,99.0000000000000000
804917214,axumbj,99.0000000000000000
828636198,vvpbobdz,99.0000000000000000
874501656,jaztzyckp,99.0000000000000000
880632724,qlglswxk,99.0000000000000000
809104765,bxmpcmcks,99.0000000000000000
834375314,rftiw,99.0000000000000000
885677473,ofpsoqil,99.0000000000000000
840227614,rcxjquzt,99.0000000000000000
864474932,xhfvlrnm,99.0000000000000000
837027141,fxcjaozv,99.0000000000000000
821055950,mcctgdehg,99.0000000000000000
863332907,pjdtzci,99.0000000000000000
863529122,ttwlcmm,99.0000000000000000
816652914,iuxwfe,99.0000000000000000
887944994,siurdgj,99.0000000000000000
891068066,wiqia,99.0000000000000000
830533162,kqxhtpcrg,99.0000000000000000
862520079,iigoobg,99.0000000000000000
803449300,fzxkvrp,99.0000000000000000
891063821,cdyujswlf,99.0000000000000000
897265208,sdzfyn,99.0000000000000000
809153722,nxfeqx,99.0000000000000000
851857161,yuwsmbz,99.0000000000000000
842559559,bahqw,99.0000000000000000
840780617,svysorulz,99.0000000000000000
807822366,blasuvy,99.0000000000000000
851458111,qrmoiqc,99.0000000000000000
853192128,padgmvi,99.0000000000000000
898984638,kmwzayfd,99.0000000000000000
835522605,fohxn,99.0000000000000000
851075274,gpxemc,99.0000000000000000
806098973,huclrss,99.0000000000000000
899787153,qxvriwkv,99.0000000000000000
864677600,bergix,99.0000000000000000
825906423,ajlafdpnt,99.0000000000000000
846608916,fgbyde,99.0000000000000000
886861980,bcjndvf,99.0000000000000000
844966572,qluejv,99.0000000000000000
817099330,vjobgnjy,99.0000000000000000
877029201,wnxkwm,99.0000000000000000
858119313,tszhiydci,99.0000000000000000
813111971,ylfeqcdn,99.0000000000000000
823410253,fcfkyyp,99.0000000000000000
843847099,uxgow,99.0000000000000000
871166526,ngjkgnof,99.0000000000000000
801466612,ispejs,99.0000000000000000
885637323,nsmbzoe,99.0000000000000000
876468461,oslfzmqf,99.0000000000000000
862760830,rlcrzxxvo,99.0000000000000000
800820093,gwpkvl,99.0000000000000000
875769813,jbqguxbc,99.0000000000000000
827143718,qlxjdxhar,99.0000000000000000
865829355,bwjseg,99.0000000000000000
851760886,gpwxlots,99.0000000000000000
821202983,hrgytuohc,99.0000000000000000
837938547,cykqsuhgj,99.0000000000000000
890112796,tvjjdwotd,99.0000000000000000
852453055,jrcpi,99.0000000000000000
841837737,angiivh,99.0000000000000000
884862788,gpsyvg,99.0000000000000000
865509007,gsqbflgo,99.0000000000000000
871419306,xutjjoxaa,99.0000000000000000
829778876,nmnmd,99.0000000000000000
848032458,gfpewlj,99.0000000000000000
858538013,ngosdrb,99.0000000000000000
839990542,nzcwm,99.0000000000000000
866497607,oyvnfxrw,99.0000000000000000
857592492,ptpkzo,99.0000000000000000
867009045,hkvndl,99.0000000000000000
872166182,gdwxfwle,99.0000000000000000
805844139,cvbfuc,99.0000000000000000
836567918,moeinzio,99.0000000000000000
825477137,flvdkm,99.0000000000000000
863071496,xdhgbyr,99.0000000000000000
804685587,pytau,99.0000000000000000
898559433,slxnahl,99.0000000000000000
843340447,nesipdyj,99.0000000000000000
857437139,wjxanp,99.0000000000000000
830248308,ylovmifwe,99.0000000000000000
816479069,zskmgwr,99.0000000000000000
803954979,pskmayqp,99.0000000000000000
833215717,gfjywim,99.0000000000000000
889476053,fdzjrg,99.0000000000000000
850458567,qoogd,99.0000000000000000
834151801,rzvcljybh,99.0000000000000000
871562254,gnmou,99.0000000000000000
836130232,ysoerdx,99.0000000000000000
896313795,rvhyf,99.0000000000000000
833224281,xgqgyo,99.0000000000000000
810369817,ryaaraxjz,99.0000000000000000
839129841,zmeqjvbax,99.0000000000000000
861651935,sywzz,99.0000000000000000
812214815,hnhvx,99.0000000000000000
851746560,qcrysflkr,99.0000000000000000
865878624,eubaass,99.0000000000000000
811281208,iklbr,99.0000000000000000
883294505,knthyrsfd,99.0000000000000000
820883979,jaeuggxw,99.0000000000000000
825345290,zpspnlv,99.0000000000000000
863282689,vbofxsg,99.0000000000000000
819893438,crnfehusw,99.0000000000000000
899484960,aeqdtohq,99.0000000000000000
866235374,arion,99.0000000000000000
842454873,ltilsb,99.0000000000000000
813210182,ulopdysk,99.0000000000000000
885991515,xgetpjxau,99.0000000000000000
809943284,zkxcp,99.0000000000000000
896205003,dwgolzqc,99.0000000000000000
838276462,saicgawa,99.0000000000000000
827301638,ljnobstlg,99.0000000000000000
849476889,gdielgm,99.0000000000000000
815610418,mhjej,99.0000000000000000
879229215,rrjlm,99.0000000000000000
877330687,dvezg,99.0000000000000000
850610505,bxvrusal,99.0000000000000000
851531441,pyktx,99.0000000000000000
857863327,oeupx,99.0000000000000000
884886556,idjbscdyk,99.0000000000000000
880772084,vmlrxntsp,99.0000000000000000
832153066,xyougx,99.0000000000000000
867414563,acpcopojt,99.0000000000000000
880000562,oahxw,99.0000000000000000
876035898,husgxuve,99.0000000000000000
893291912,acixvaoe,99.0000000000000000
867423099,xlkepin,99.0000000000000000
823158468,dstupooo,99.0000000000000000
818922376,bpfxjytxy,99.0000000000000000
854696071,phxkqoe,99.0000000000000000
858646769,vgzvjw,99.0000000000000000
877893282,fnmqoipcx,99.0000000000000000
893771059,xvbgj,99.0000000000000000
879492978,eldenu,99.0000000000000000
859221824,lezwsabq,99.0000000000000000
879469281,izoxben,99.0000000000000000
880830819,uqwea,99.0000000000000000
825596839,ueues,99.0000000000000000
833726506,dzbqzcf,99.0000000000000000
826839595,dfmgslkrm,99.0000000000000000
869033044,schlsl,99.0000000000000000
858718156,rqekqzwgu,99.0000000000000000
845667396,saubwju,99.0000000000000000
821205444,orksoghrr,99.0000000000000000
840635679,yzqalzpa,99.0000000000000000
892002112,mfxbui,99.0000000000000000
823889103,zmmke,99.0000000000000000
844773187,nzgonvmj,99.0000000000000000
829929707,mdjbms,99.0000000000000000
849245469,yhtdh,99.0000000000000000
841955599,obcsbmb,99.0000000000000000
883960274,wokekdl,99.0000000000000000
877844312,yrqvfjw,99.0000000000000000
897502548,cyziuf,99.0000000000000000
876666416,npkrxhnl,99.0000000000000000
886590214,prrglpw,99.0000000000000000
857859990,qbpnnui,99.0000000000000000
832176295,eluyx,99.0000000000000000
813130923,ngughbbm,99.0000000000000000
827951283,sljszk,99.0000000000000000
874554470,gslzwrjgw,99.0000000000000000
866506864,zeregcolo,99.0000000000000000
896002290,jnkevd,99.0000000000000000
855783777,atttvul,99.0000000000000000
861192027,zlluz,99.0000000000000000
853575505,ofaxojax,99.0000000000000000
840392169,fmhsg,99.0000000000000000
899438126,jzqlrl,99.0000000000000000
822816155,ceugzmsr,99.0000000000000000
844403384,wnpjjqn,99.0000000000000000
893558009,rbonkh,99.0000000000000000
828992034,vpbqc,99.0000000000000000
804809345,mmvnsm,99.0000000000000000
815919430,smtajflj,99.0000000000000000
825250439,utlhr,99.0000000000000000
866666385,mjoxmriln,99.0000000000000000
827936273,upyxaoee,99.0000000000000000
829815777,bsvvuhshu,99.0000000000000000
888697578,bxxfqaah,99.0000000000000000
864047349,mqvfijam,99.0000000000000000
814517982,ourdbdyu,99.0000000000000000
852677132,zesbcm,99.0000000000000000
812637914,qxavxe,99.0000000000000000
845774243,gpgdorg,99.0000000000000000
868460055,ejowmpa,99.0000000000000000
816156447,igpprp,99.0000000000000000
878689481,cvngbkvn,99.0000000000000000
802695960,hofhjyg,99.0000000000000000
883900353,mbdxdjnz,99.0000000000000000
832564901,disgibitx,99.0000000000000000
812724651,wncdk,99.0000000000000000
820099868,xhfuyoj,99.0000000000000000
814491187,qbduicvtq,99.0000000000000000
871464884,sqhksiw,99.0000000000000000
855420904,mknjphg,99.0000000000000000
838551323,fbtwy,99.0000000000000000
811751673,zfaiqrdg,99.0000000000000000
885130793,anladm,99.0000000000000000
835095043,dhrmyohrm,99.0000000000000000
870334460,yzntshmc,99.0000000000000000
892968637,ykbgrvq,99.0000000000000000
873671762,lkwod,99.0000000000000000
868619136,akvsmisil,99.0000000000000000
848888978,jlvpnaq,99.0000000000000000
810577264,vmson,99.0000000000000000
817455018,xmnapdpa,99.0000000000000000
863262831,uxroqvcl,99.0000000000000000
803840980,esulpj,99.0000000000000000
872731913,ivpyfutrb,99.0000000000000000
810542787,lyemr,99.0000000000000000
891461207,mguwhb,99.0000000000000000
853119620,sxxnj,99.0000000000000000
883370249,vqpccavx,99.0000000000000000
801203925,bmwvqqbgz,99.0000000000000000
805843937,vajmc,99.0000000000000000
818349281,sesowuqp,99.0000000000000000
833991311,xecipk,99.0000000000000000
833096353,bjspqqbj,99.0000000000000000
835408215,ikcxhqjil,99.0000000000000000
857214633,zwdnzxx,99.0000000000000000
884892750,iwwiqk,99.0000000000000000
863153426,bvjzpat,99.0000000000000000
857547312,ehpowadfx,99.0000000000000000
804532555,baywbknw,99.0000000000000000
855083621,hsbcrjgh,99.0000000000000000
856106515,xyyzimao,99.0000000000000000
807667511,hkbaxnln,99.0000000000000000
801102601,xmoblffzc,99.0000000000000000
876373395,phkmtbje,98.7500000000000000
858430116,syawlhin,98.6666666666666667
886807398,fhushh,98.5000000000000000
859271915,hmxwhsh,98.5000000000000000
883719510,kcpra,98.5000000000000000
885700021,fhvsiljhe,98.5000000000000000
846713527,gtucdd,98.5000000000000000
825417863,woypeyvw,98.5000000000000000
853655787,nlios,98.5000000000000000
860319876,rwwcngm,98.5000000000000000
865893774,hdtmefof,98.5000000000000000
875286617,werdzmt,98.5000000000000000
833933675,vrmetje,98.5000000000000000
839384952,zwgwyvglz,98.5000000000000000
809227099,bcxngtjv,98.3333333333333333
853300028,npyqoa,98.3333333333333333
846023504,qabww,98.0000000000000000
888887981,qbczkxkbo,98.0000000000000000
807360544,csbxxwuiu,98.0000000000000000
807550520,yyouvlr,98.0000000000000000
877441339,fgxkgxi,98.0000000000000000
867348179,ljturus,98.0000000000000000
865506600,yydneoqp,98.0000000000000000
889616411,wwcpdcv,98.0000000000000000
850809887,xjrajkgep,98.0000000000000000
801287006,llepiga,98.0000000000000000
879848393,sjopods,98.0000000000000000
892860008,jgmgbgzrd,98.0000000000000000
875987188,xbortr,98.0000000000000000
881963351,lrhkotxr,98.0000000000000000
800989957,undpr,98.0000000000000000
800982294,enovjds,98.0000000000000000
875384655,jcvzwhxsl,98.0000000000000000
866468251,whhfzyufq,98.0000000000000000
853746441,tzagnk,98.0000000000000000
863187300,ayveccylc,98.0000000000000000
846144268,raawynuy,98.0000000000000000
828530699,juwpuyu,98.0000000000000000
839019192,bwmfugw,98.0000000000000000
887555922,qtoavzxq,98.0000000000000000
848907740,xqldy,98.0000000000000000
844709281,cmesplbr,98.0000000000000000
899272977,hfrofnoak,98.0000000000000000
867505844,twzexu,98.0000000000000000
815888945,nkuokr,98.0000000000000000
878194567,yjtnjb,98.0000000000000000
872697649,mwoaactmh,98.0000000000000000
858221153,zozgsbuv,98.0000000000000000
849440812,anikvws,98.0000000000000000
809289647,zzdlxigsd,98.0000000000000000
813462145,pslzgko,98.0000000000000000
868705709,uuvlmuy,98.0000000000000000
817409007,norqodz,98.0000000000000000
864725455,cgnzd,98.0000000000000000
878430561,lnhdl,98.0000000000000000
861559751,hafikat,98.0000000000000000
826646002,lhiwr,98.0000000000000000
848188741,ygwygd,98.0000000000000000
832255308,xuevqqqne,98.0000000000000000
821369358,bteypbdft,98.0000000000000000
882075750,qsnkfld,98.0000000000000000
878264411,owkvr,98.0000000000000000
839919039,ahkttfl,98.0000000000000000
871929188,oddsgbcum,98.0000000000000000
846272629,nsuepvo,98.0000000000000000
801903021,kbupr,98.0000000000000000
882256084,xfumhu,98.0000000000000000
840695915,xvrltisr,98.0000000000000000
818301699,hbnuezxn,98.0000000000000000
867588431,shrohjtp,98.0000000000000000
853529027,llsrsefxg,98.0000000000000000
886810813,odeaozkep,98.0000000000000000
850793556,oqckhqz,98.0000000000000000
871314171,tyqdhuh,98.0000000000000000
815947671,yxvbfbpc,98.0000000000000000
856924238,xyggerl,98.0000000000000000
806211926,krpijuee,98.0000000000000000
897780758,xhwsbt,98.0000000000000000
867557418,mfxptvzn,98.0000000000000000
814320566,vmvqq,98.0000000000000000
815631164,eyucbis,98.0000000000000000
875288689,qhtssg,98.0000000000000000
846468995,nmlcno,98.0000000000000000
891902201,yymqwkb,98.0000000000000000
873714732,ebzawws,98.0000000000000000
815864234,uuerevdti,98.0000000000000000
888481449,rjyioxuhv,98.0000000000000000
891091337,kjxfum,98.0000000000000000
818419315,ffifgk,98.0000000000000000
877918166,bxaru,98.0000000000000000
896800446,ykztqjxxj,98.0000000000000000
875222080,mbheedda,98.0000000000000000
825324593,yupxh,98.0000000000000000
802485396,eyjbqoi,98.0000000000000000
816751600,ccmpvwvhu,98.0000000000000000
854190676,pxzkt,98.0000000000000000
801222131,zizlf,98.0000000000000000
834121468,cqgwlctu,98.0000000000000000
809826284,zsqekxwby,98.0000000000000000
848852559,myapyqybq,98.0000000000000000
804123017,sbwvhy,98.0000000000000000
825785143,lcqqr,98.0000000000000000
855998678,iefcdb,98.0000000000000000
872701315,nierxogda,98.0000000000000000
846509272,dystfndo,98.0000000000000000
878608681,irvch,98.0000000000000000
895337235,ryblbd,98.0000000000000000
879966036,bmxqxvv,98.0000000000000000
823709381,goife,98.0000000000000000
866220056,baxiqqtcm,98.0000000000000000
854015346,fckwn,98.0000000000000000
896433212,xcncrmzx,98.0000000000000000
870803566,fehss,98.0000000000000000
840796441,fbbdjorrs,98.0000000000000000
888322913,hpfry,98.0000000000000000
854703737,glyag,98.0000000000000000
826551039,aqvvob,98.0000000000000000
870570197,vzqgru,98.0000000000000000
862082381,ryfoidlzk,98.0000000000000000
889894127,mfpkpus,98.0000000000000000
867950690,vdzpvlsyy,98.0000000000000000
853284793,ycxmkox,98.0000000000000000
802595127,tkmxfgql,98.0000000000000000
804126430,oynda,98.0000000000000000
899823815,ybocdy,98.0000000000000000
824335579,ahuapwh,98.0000000000000000
844566654,iamss,98.0000000000000000
819947301,evdwjaxx,98.0000000000000000
807195457,faxyncolm,98.0000000000000000
882952090,ohvhumo,98.0000000000000000
858389906,augemyrmw,98.0000000000000000
815215831,egopwvwah,98.0000000000000000
841970209,tnpocazw,98.0000000000000000
830214739,mltdyr,98.0000000000000000
825627768,qqculxskj,98.0000000000000000
886801993,fmvtrsma,98.0000000000000000
876676636,vybzr,98.0000000000000000
819696303,zjrbk,98.0000000000000000
890316948,sieqrx,98.0000000000000000
840759967,xyfrmxegd,98.0000000000000000
868746866,krlavq,98.0000000000000000
849211408,lzykushnt,98.0000000000000000
898030700,iwslnj,98.0000000000000000
879362738,vnubhp,98.0000000000000000
840400876,cvwkwajvw,98.0000000000000000
886570927,zscspftj,98.0000000000000000
800849362,qbkzc,98.0000000000000000
890549395,jccpfn,98.0000000000000000
855006422,khrsnqsf,98.0000000000000000
840220332,rzteairk,98.0000000000000000
821422920,jaarhcmf,98.0000000000000000
881668319,ytzaamcia,98.0000000000000000
871808073,kvlkelri,98.0000000000000000
889991548,kwbgawwn,98.0000000000000000
831324937,mrvxxxvl,98.0000000000000000
829563907,jziqqjlw,98.0000000000000000
801739486,upvfkm,98.0000000000000000
882013616,onzwjltie,98.0000000000000000
897630486,kjxjjsigy,98.0000000000000000
839797873,rwwgseyb,98.0000000000000000
859285183,adnsq,98.0000000000000000
897478054,baces,98.0000000000000000
829051030,ebtikugay,98.0000000000000000
832640287,vkiarpho,98.0000000000000000
848650733,pqwtmzix,98.0000000000000000
807595268,vmakxkm,98.0000000000000000
847380719,fgfrkrk,98.0000000000000000
818498210,svrum,98.0000000000000000
830023383,gdspdsgfi,98.0000000000000000
844725021,nymplz,98.0000000000000000
818869624,mxvfrz,98.0000000000000000
800367588,ajkpnmlw,98.0000000000000000
838469287,wdbysvd,98.0000000000000000
891424195,cbwrkv,98.0000000000000000
833477570,agwpu,98.0000000000000000
874110851,hidvg,98.0000000000000000
810835549,hpxgzy,98.0000000000000000
884359455,dugfr,98.0000000000000000
851378481,fzwfrbrtl,98.0000000000000000
807036931,qjojs,98.0000000000000000
888395921,cehgtedc,98.0000000000000000
867009287,nsoakxa,98.0000000000000000
826396448,gnptttvm,98.0000000000000000
844360413,bqpxfstgh,98.0000000000000000
802881645,vctficvce,98.0000000000000000
821819409,pdhmb,98.0000000000000000
850597934,soaxf,98.0000000000000000
808410778,lmfzzyaxe,98.0000000000000000
815784295,uwshdktf,98.0000000000000000
811821381,bavtviph,98.0000000000000000
863559036,rdfdzclql,98.0000000000000000
849003507,fuxmj,98.0000000000000000
896617170,hcwuw,98.0000000000000000
878211215,axzqgnqa,98.0000000000000000
847004360,bxyxypi,98.0000000000000000
821565187,laecaz,98.0000000000000000
839067239,rsvpgq,98.0000000000000000
829405269,fuzqroxle,98.0000000000000000
807072439,fhcmwq,98.0000000000000000
835466598,xwrwfmmts,98.0000000000000000
871585033,liulbe,98.0000000000000000
824457471,wakbvovn,98.0000000000000000
826423359,lveyssgxa,98.0000000000000000
803880273,cyxcnixhd,98.0000000000000000
838924636,ykyyc,98.0000000000000000
859312524,rodwdq,98.0000000000000000
895376197,lkubwbs,98.0000000000000000
871708628,pgeoy,98.0000000000000000
816412468,cfypzlomh,98.0000000000000000
866089770,bdsvwrlf,98.0000000000000000
873309623,vdynqfqm,98.0000000000000000
899627438,ubztbphs,98.0000000000000000
833308773,lonrqcwyp,98.0000000000000000
846540755,vhdmvbugg,98.0000000000000000
818700317,tyosvq,98.0000000000000000
807746361,dyrcnz,98.0000000000000000
875425846,hylnfej,98.0000000000000000
894274008,uyqhr,98.0000000000000000
848464953,shxcrgx,98.0000000000000000
